,user_id,age,gender,occupation
295,296,0.43,0,0
296,297,0.29,0,3
297,298,0.44,1,6
298,299,0.29,1,2
299,300,0.26,0,14
300,301,0.24,1,18
301,302,0.42,1,3
302,303,0.19,1,18
303,304,0.22,0,18
304,305,0.23,1,14
305,306,0.45,1,13
306,307,0.25,1,18
307,308,0.6,1,15
308,309,0.4,1,17
309,310,0.37,1,3
310,311,0.32,1,19
311,312,0.48,1,13
312,313,0.41,1,11
313,314,0.2,0,18
314,315,0.31,1,3
315,316,0.43,0,13
316,317,0.22,1,0
317,318,0.65,1,15
318,319,0.38,1,14
319,320,0.19,1,18
320,321,0.49,0,3
321,322,0.2,1,18
322,323,0.21,1,18
323,324,0.21,0,18
324,325,0.48,1,19
325,326,0.41,1,0
326,327,0.22,1,18
327,328,0.51,1,0
328,329,0.48,1,3
329,330,0.35,0,3
330,331,0.33,1,5
331,332,0.2,1,18
332,333,0.47,1,13
333,334,0.32,1,10
334,335,0.45,1,6
335,336,0.23,1,16
336,337,0.37,1,17
337,338,0.39,0,10
338,339,0.35,1,9
339,340,0.46,1,4
340,341,0.17,0,18
341,342,0.25,0,13
342,343,0.43,1,4
343,344,0.3,0,10
344,345,0.28,0,10
345,346,0.34,1,13
346,347,0.18,1,18
347,348,0.24,0,18
348,349,0.68,1,15
349,350,0.32,1,18
350,351,0.61,1,3
351,352,0.37,0,14
352,353,0.25,1,17
353,354,0.29,0,10
354,355,0.25,1,18
355,356,0.32,0,8
356,357,0.26,1,6
357,358,0.4,1,3
358,359,0.22,1,18
359,360,0.51,1,13
360,361,0.22,1,18
361,362,0.35,0,8
362,363,0.2,1,18
363,364,0.63,1,4
364,365,0.29,1,9
365,366,0.2,0,18
366,367,0.17,1,18
367,368,0.18,1,18
368,369,0.24,1,18
369,370,0.52,1,20
370,371,0.36,1,4
371,372,0.25,0,18
372,373,0.24,0,13
373,374,0.36,1,6
374,375,0.17,1,5
375,376,0.28,0,13
376,377,0.22,1,18
377,378,0.35,1,18
378,379,0.44,1,14
379,380,0.32,1,4
380,381,0.33,1,1
381,382,0.45,1,4
382,383,0.42,1,0
383,384,0.52,1,14
384,385,0.36,1,20
385,386,0.36,1,16
386,387,0.33,1,5
387,388,0.31,1,13
388,389,0.44,0,20
389,390,0.42,0,20
390,391,0.23,1,18
391,392,0.52,1,20
392,393,0.19,1,18
393,394,0.25,1,0
394,395,0.43,1,13
395,396,0.57,1,4
396,397,0.17,1,18
397,398,0.4,1,13
398,399,0.25,1,13
399,400,0.33,0,0
400,401,0.46,0,7
401,402,0.3,1,4
402,403,0.37,1,13
403,404,0.29,0,14
404,405,0.22,0,7
405,406,0.52,1,3
406,407,0.29,1,4
407,408,0.23,1,18
408,409,0.48,1,0
409,410,0.3,0,1
410,411,0.34,1,3
411,412,0.25,1,3
412,413,0.55,1,3
413,414,0.24,1,14
414,415,0.39,1,3
415,416,0.2,0,18
416,417,0.27,0,13
417,418,0.55,0,12
418,419,0.37,1,9
419,420,0.53,1,3
420,421,0.38,0,14
421,422,0.26,1,5
422,423,0.64,1,13
423,424,0.36,0,11
424,425,0.19,1,18
425,426,0.55,1,3
426,427,0.51,1,2
427,428,0.28,1,18
428,429,0.27,1,18
429,430,0.38,1,17
430,431,0.24,1,11
431,432,0.22,1,5
432,433,0.27,1,1
433,434,0.16,0,18
434,435,0.24,1,4
435,436,0.3,0,0
436,437,0.27,0,13
437,438,0.51,0,0
438,439,0.23,0,0
439,440,0.3,1,13
440,441,0.5,1,19
441,442,0.22,1,18
442,443,0.35,1,16
443,444,0.51,0,9
444,445,0.21,1,20
445,446,0.57,1,3
446,447,0.3,1,0
447,448,0.23,1,5
448,449,0.23,1,10
449,450,0.35,0,3
450,451,0.16,1,18
451,452,0.35,1,0
452,453,0.18,1,18
453,454,0.57,1,13
454,455,0.48,1,0
455,456,0.24,1,19
456,457,0.33,0,16
457,458,0.47,1,19
458,459,0.22,1,18
459,460,0.44,0,13
460,461,0.15,1,18
461,462,0.19,0,18
462,463,0.48,0,7
463,464,0.6,1,20
464,465,0.32,1,13
465,466,0.22,1,18
466,467,0.29,1,4
467,468,0.28,1,4
468,469,0.6,1,3
469,470,0.24,1,14
470,471,0.1,1,18
471,472,0.24,1,18
472,473,0.29,1,18
473,474,0.51,1,6
474,475,0.3,1,14
475,476,0.28,1,18
476,477,0.23,0,18
477,478,0.29,1,13
478,479,0.3,1,3
479,480,0.57,1,15
480,481,0.73,1,15
481,482,0.18,0,18
482,483,0.29,1,17
483,484,0.27,1,18
484,485,0.44,0,3
485,486,0.39,1,3
486,487,0.22,1,4
487,488,0.48,1,19
488,489,0.55,1,13
489,490,0.29,0,1
490,491,0.43,0,20
491,492,0.57,1,3
492,493,0.22,1,4
493,494,0.38,0,0
494,495,0.29,1,4
495,496,0.21,0,18
496,497,0.2,1,18
497,498,0.26,1,20
498,499,0.42,1,14
499,500,0.28,1,0
500,501,0.22,1,18
501,502,0.22,1,18
502,503,0.5,0,20
503,504,0.4,0,20
504,505,0.27,0,13
505,506,0.46,1,14
506,507,0.18,0,20
507,508,0.27,1,11
508,509,0.23,1,0
509,510,0.34,1,13
510,511,0.22,1,18
511,512,0.29,1,13
512,513,0.43,1,0
513,514,0.27,1,14
514,515,0.53,1,11
515,516,0.53,0,10
516,517,0.24,1,18
517,518,0.49,0,20
518,519,0.22,1,13
519,520,0.62,1,7
520,521,0.19,1,18
521,522,0.36,1,4
522,523,0.5,0,0
523,524,0.56,1,3
524,525,0.27,0,0
525,526,0.3,1,11
526,527,0.33,1,10
527,528,0.18,1,18
528,529,0.47,0,0
529,530,0.29,1,4
530,531,0.3,0,16
531,532,0.2,1,18
532,533,0.43,1,10
533,534,0.2,1,18
534,535,0.45,0,3
535,536,0.38,1,4
536,537,0.36,1,4
537,538,0.31,1,17
538,539,0.53,0,0
539,540,0.28,1,4
540,541,0.19,0,18
541,542,0.21,1,18
542,543,0.33,1,17
543,544,0.44,0,13
544,545,0.27,1,19
545,546,0.36,1,6
546,547,0.5,1,3
547,548,0.51,1,20
548,549,0.42,1,17
549,550,0.16,0,18
550,551,0.25,1,14
551,552,0.45,1,13
552,553,0.58,1,3
553,554,0.32,1,17
554,555,0.29,0,3
555,556,0.35,0,3
556,557,0.3,0,20
557,558,0.56,0,20
558,559,0.69,1,6
559,560,0.32,1,18
560,561,0.23,1,4
561,562,0.54,0,0
562,563,0.39,0,10
563,564,0.65,1,15
564,565,0.4,1,18
565,566,0.2,1,18
566,567,0.24,1,5
567,568,0.39,1,3
568,569,0.34,1,3
569,570,0.26,1,3
570,571,0.34,1,1
571,572,0.51,1,3
572,573,0.68,1,15
573,574,0.56,1,3
574,575,0.33,1,11
575,576,0.48,1,6
576,577,0.36,0,18
577,578,0.31,1,0
578,579,0.32,1,3
579,580,0.16,1,18
580,581,0.37,1,13
581,582,0.17,1,18
582,583,0.44,1,4
583,584,0.25,1,18
584,585,0.69,1,10
585,586,0.2,1,18
586,587,0.26,1,13
587,588,0.18,0,18
588,589,0.21,1,9
589,590,0.5,1,3
590,591,0.57,0,10
591,592,0.18,1,18
592,593,0.31,0,3
593,594,0.46,1,3
594,595,0.25,1,14
595,596,0.2,1,1
596,597,0.23,1,13
597,598,0.4,0,11
598,599,0.22,0,18
599,600,0.34,1,14
600,601,0.19,0,1
601,602,0.47,0,13
602,603,0.21,1,14
603,604,0.39,1,3
604,605,0.33,1,4
605,606,0.28,1,14
606,607,0.49,0,7
607,608,0.22,1,13
608,609,0.13,0,18
609,610,0.22,1,18
610,611,0.46,1,10
611,612,0.36,1,3
612,613,0.37,0,11
613,614,0.54,1,3
614,615,0.38,1,3
615,616,0.55,1,17
616,617,0.27,0,20
617,618,0.15,0,18
618,619,0.17,1,18
619,620,0.18,0,20
620,621,0.17,1,18
621,622,0.25,1,14
622,623,0.5,0,3
623,624,0.19,1,18
624,625,0.27,1,14
625,626,0.23,1,17
626,627,0.24,1,4
627,628,0.13,1,12
628,629,0.46,0,13
629,630,0.26,0,7
630,631,0.18,0,18
631,632,0.18,1,18
632,633,0.35,1,14
633,634,0.39,1,4
634,635,0.22,1,13
635,636,0.47,1,3
636,637,0.3,1,13
637,638,0.45,1,4
638,639,0.42,0,10
639,640,0.2,1,18
640,641,0.24,1,18
641,642,0.18,0,18
642,643,0.39,1,17
643,644,0.51,1,15
644,645,0.27,1,14
645,646,0.17,0,18
646,647,0.4,1,3
647,648,0.43,1,4
648,649,0.2,1,18
649,650,0.42,1,4
650,651,0.65,1,15
651,652,0.35,1,13
652,653,0.31,1,6
653,654,0.27,0,18
654,655,0.5,0,7
655,656,0.48,1,3
656,657,0.26,0,12
657,658,0.33,1,14
658,659,0.31,1,3
659,660,0.26,1,18
660,661,0.28,1,14
661,662,0.55,1,10
662,663,0.26,1,13
663,664,0.3,1,4
664,665,0.25,1,0
665,666,0.44,1,0
666,667,0.35,1,10
667,668,0.29,0,20
668,669,0.37,1,13
669,670,0.3,1,19
670,671,0.21,1,14
671,672,0.54,0,0
672,673,0.51,1,3
673,674,0.13,0,18
674,675,0.34,1,13
675,676,0.3,1,14
676,677,0.2,1,13
677,678,0.5,1,3
678,679,0.2,0,18
679,680,0.33,1,9
680,681,0.44,0,11
681,682,0.23,1,14
682,683,0.42,1,10
683,684,0.28,1,18
684,685,0.32,0,10
685,686,0.32,1,3
686,687,0.31,0,7
687,688,0.37,0,0
688,689,0.25,1,13
689,690,0.35,1,16
690,691,0.34,1,3
691,692,0.34,1,4
692,693,0.43,0,7
693,694,0.6,1,14
694,695,0.26,1,20
695,696,0.55,1,13
696,697,0.25,1,13
697,698,0.28,0,14
698,699,0.44,1,13
699,700,0.17,1,18
700,701,0.51,0,10
701,702,0.37,1,13
702,703,0.26,1,3
703,704,0.51,0,10
704,705,0.21,0,18
705,706,0.23,1,18
706,707,0.56,0,10
707,708,0.26,0,8
708,709,0.21,1,13
709,710,0.19,1,18
710,711,0.22,0,18
711,712,0.22,0,18
712,713,0.42,0,13
713,714,0.26,1,4
714,715,0.21,1,19
715,716,0.36,0,0
716,717,0.24,1,19
717,718,0.42,1,19
718,719,0.37,0,13
719,720,0.49,0,0
720,721,0.24,0,5
721,722,0.5,0,8
722,723,0.26,1,6
723,724,0.31,1,6
724,725,0.21,1,18
725,726,0.25,0,0
726,727,0.25,1,18
727,728,0.58,1,6
728,729,0.19,1,18
729,730,0.31,0,17
730,731,0.41,0,3
731,732,0.28,0,13
732,733,0.44,0,13
733,734,0.25,0,13
734,735,0.29,0,7
735,736,0.48,0,20
736,737,0.3,1,14
737,738,0.35,1,19
738,739,0.35,1,19
739,740,0.25,0,3
740,741,0.25,1,20
741,742,0.35,1,18
742,743,0.31,1,14
743,744,0.35,1,11
744,745,0.42,1,20
745,746,0.25,1,4
746,747,0.19,1,13
747,748,0.28,1,0
748,749,0.33,1,13
749,750,0.28,1,0
750,751,0.24,0,13
751,752,0.6,1,15
752,753,0.56,1,16
753,754,0.59,0,10
754,755,0.44,0,3
755,756,0.3,0,12
756,757,0.26,1,18
757,758,0.27,1,18
758,759,0.2,0,18
759,760,0.35,0,13
760,761,0.17,1,18
761,762,0.32,1,0
762,763,0.27,1,17
763,764,0.27,0,3
764,765,0.31,1,18
765,766,0.42,1,13
766,767,0.7,1,4
767,768,0.29,1,0
768,769,0.39,1,6
769,770,0.28,1,18
770,771,0.26,1,18
771,772,0.5,1,20
772,773,0.2,1,18
773,774,0.3,1,18
774,775,0.46,1,6
775,776,0.3,1,10
776,777,0.63,1,14
777,778,0.34,1,18
778,779,0.31,1,18
779,780,0.49,1,14
780,781,0.2,1,18
781,782,0.21,0,1
782,783,0.3,1,11
783,784,0.47,1,0
784,785,0.32,1,4
785,786,0.36,0,4
786,787,0.18,0,18
787,788,0.51,1,0
788,789,0.29,1,13
789,790,0.27,1,19
790,791,0.31,1,3
791,792,0.4,1,14
792,793,0.22,1,18
793,794,0.32,1,3
794,795,0.3,1,14
795,796,0.32,0,20
796,797,0.44,0,13
797,798,0.4,0,20
798,799,0.49,0,0
799,800,0.25,1,14
800,801,0.22,1,20
801,802,0.35,1,0
802,803,0.7,1,0
803,804,0.39,1,3
804,805,0.27,0,13
805,806,0.27,1,11
806,807,0.41,0,7
807,808,0.45,1,16
808,809,0.5,0,11
809,810,0.55,0,13
810,811,0.4,0,3
811,812,0.22,1,19
812,813,0.14,0,18
813,814,0.3,1,13
814,815,0.32,1,13
815,816,0.34,1,13
816,817,0.19,1,18
817,818,0.28,1,10
818,819,0.59,1,0
819,820,0.22,1,18
820,821,0.37,1,4
821,822,0.29,0,10
822,823,0.27,1,1
823,824,0.31,1,13
824,825,0.44,1,4
825,826,0.28,1,1
826,827,0.23,0,4
827,828,0.28,1,10
828,829,0.48,1,20
829,830,0.46,1,14
830,831,0.21,1,13
831,832,0.24,1,19
832,833,0.34,1,20
833,834,0.26,1,13
834,835,0.44,0,6
835,836,0.44,1,1
836,837,0.36,0,1
837,838,0.23,1,18
838,839,0.38,0,5
839,840,0.39,1,1
840,841,0.45,1,2
841,842,0.4,1,20
842,843,0.35,1,10
843,844,0.22,1,4
844,845,0.64,1,2
845,846,0.27,1,9
846,847,0.29,1,18
847,848,0.46,1,4
848,849,0.15,0,18
849,850,0.34,1,19
850,851,0.18,1,13
851,852,0.46,1,0
852,853,0.49,1,20
853,854,0.29,0,18
854,855,0.53,1,10
855,856,0.43,0,11
856,857,0.35,0,0
857,858,0.63,1,3
858,859,0.18,0,13
859,860,0.7,0,15
860,861,0.38,0,18
861,862,0.25,1,6
862,863,0.17,1,18
863,864,0.27,1,14
864,865,0.25,1,1
865,866,0.45,1,13
866,867,0.24,1,17
867,868,0.21,1,14
868,869,0.3,1,18
869,870,0.22,1,18
870,871,0.31,1,6
871,872,0.19,0,18
872,873,0.48,0,0
873,874,0.36,1,17
874,875,0.24,0,18
875,876,0.41,1,13
876,877,0.3,1,13
877,878,0.5,0,3
878,879,0.33,0,0
879,880,0.13,1,18
880,881,0.39,1,11
881,882,0.35,1,4
882,883,0.49,1,10
883,884,0.44,1,4
884,885,0.3,0,13
885,886,0.2,1,18
886,887,0.14,0,18
887,888,0.41,1,17
888,889,0.24,1,19
889,890,0.32,1,18
890,891,0.51,0,0
891,892,0.36,1,13
892,893,0.25,1,18
893,894,0.47,1,3
894,895,0.31,0,10
895,896,0.28,1,20
896,897,0.3,1,13
897,898,0.23,1,8
898,899,0.32,1,13
899,900,0.6,1,15
900,901,0.38,1,6
901,902,0.45,0,1
902,903,0.28,1,3
903,904,0.17,0,18
904,905,0.27,1,13
905,906,0.45,1,10
906,907,0.25,0,13
907,908,0.44,0,10
908,909,0.5,0,3
909,910,0.28,1,7
910,911,0.37,0,20
911,912,0.51,1,13
912,913,0.27,1,18
913,914,0.44,0,13
914,915,0.5,1,5
915,916,0.27,1,4
916,917,0.22,0,18
917,918,0.4,1,17
918,919,0.25,1,13
919,920,0.3,0,1
920,921,0.2,0,18
921,922,0.29,0,0
922,923,0.21,1,18
923,924,0.29,1,13
924,925,0.18,0,16
925,926,0.49,1,5
926,927,0.23,1,14
927,928,0.21,1,18
928,929,0.44,1,17
929,930,0.28,0,17
930,931,0.6,1,3
931,932,0.58,1,3
932,933,0.28,1,18
933,934,0.61,1,4
934,935,0.42,1,2
935,936,0.24,1,13
936,937,0.48,1,3
937,938,0.38,0,19
938,939,0.26,0,18
939,940,0.32,1,0
940,941,0.2,1,18
941,942,0.48,0,10
942,943,0.22,1,18
